index	answer	question	image_path
117	[[0.781, 0.691], [0.852, 0.691], [0.852, 0.766], [0.781, 0.766]]	find the cylindrical tank located at the bottom right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011729.jpg
118	[[0.738, 0.855], [0.805, 0.855], [0.805, 0.934], [0.738, 0.934]]	find the in the bottom right storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011729.jpg
119	[[0.773, 0.066], [0.824, 0.066], [0.824, 0.129], [0.773, 0.129]]	find the on the upper right cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011732.jpg
120	[[0.844, 0.023], [0.895, 0.023], [0.895, 0.078], [0.844, 0.078]]	the oil tank at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011732.jpg
121	[[0.719, 0.043], [0.766, 0.043], [0.766, 0.098], [0.719, 0.098]]	find the fuel tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011732.jpg
122	[[0.828, 0.09], [0.875, 0.09], [0.875, 0.141], [0.828, 0.141]]	locate the oil tank on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011732.jpg
123	[[0.004, 0.266], [0.047, 0.266], [0.047, 0.316], [0.004, 0.316]]	the ship in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/011732.jpg
124	[[0.168, 0.367], [0.285, 0.367], [0.285, 0.469], [0.168, 0.469]]	locate the boat towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012454.jpg
125	[[0.781, 0.004], [0.871, 0.004], [0.871, 0.09], [0.781, 0.09]]	locate the oil tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012454.jpg
126	[[0.785, 0.086], [0.863, 0.086], [0.863, 0.168], [0.785, 0.168]]	the oil tank at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012454.jpg
127	[[0.77, 0.156], [0.84, 0.156], [0.84, 0.234], [0.77, 0.234]]	find the cylindrical tank located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012454.jpg
128	[[0.16, 0.738], [0.277, 0.738], [0.277, 0.832], [0.16, 0.832]]	the vessel at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
129	[[0.781, 0.367], [0.871, 0.367], [0.871, 0.465], [0.781, 0.465]]	among the 8 cylindrical tanks, find the one on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
130	[[0.809, 0.277], [0.906, 0.277], [0.906, 0.363], [0.809, 0.363]]	find the fuel tank located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
131	[[0.828, 0.184], [0.91, 0.184], [0.91, 0.273], [0.828, 0.273]]	among the 8 fuel tanks, find the one at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
132	[[0.867, 0.012], [0.953, 0.012], [0.953, 0.094], [0.867, 0.094]]	locate the fuel tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
133	[[0.785, 0.461], [0.863, 0.461], [0.863, 0.543], [0.785, 0.543]]	locate the oil tank in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
134	[[0.746, 0.133], [0.82, 0.133], [0.82, 0.219], [0.746, 0.219]]	find the in the top right cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
135	[[0.742, 0.23], [0.812, 0.23], [0.812, 0.312], [0.742, 0.312]]	find the fuel tank located on the upper right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
136	[[0.77, 0.531], [0.84, 0.531], [0.84, 0.609], [0.77, 0.609]]	the cylindrical tank in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012459.jpg
137	[[0.57, 0.121], [0.727, 0.121], [0.727, 0.305], [0.57, 0.305]]	the oil tank top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012503.jpg
138	[[0.859, 0.797], [0.895, 0.797], [0.895, 0.887], [0.859, 0.887]]	find the ship located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012503.jpg
139	[[0.645, 0.527], [0.754, 0.527], [0.754, 0.691], [0.645, 0.691]]	find the boat located on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
140	[[0.008, 0.59], [0.086, 0.59], [0.086, 0.672], [0.008, 0.672]]	find the storage tank located on the left side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
141	[[0.031, 0.688], [0.102, 0.688], [0.102, 0.766], [0.031, 0.766]]	among the 7 fuel tanks, find the one on the lower left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
142	[[0.102, 0.582], [0.168, 0.582], [0.168, 0.652], [0.102, 0.652]]	the fuel tank towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
143	[[0.113, 0.672], [0.18, 0.672], [0.18, 0.742], [0.113, 0.742]]	among the 7 oil tanks, find the one at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
144	[[0.012, 0.074], [0.074, 0.074], [0.074, 0.148], [0.012, 0.148]]	find the storage tank located at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
145	[[0.184, 0.562], [0.242, 0.562], [0.242, 0.637], [0.184, 0.637]]	find the towards the left storage tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
146	[[0.004, 0.004], [0.055, 0.004], [0.055, 0.059], [0.004, 0.059]]	locate the fuel tank in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012569.jpg
147	[[0.645, 0.152], [0.75, 0.152], [0.75, 0.273], [0.645, 0.273]]	locate the vessel at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
148	[[0.008, 0.215], [0.086, 0.215], [0.086, 0.297], [0.008, 0.297]]	the storage tank that is on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
149	[[0.031, 0.312], [0.102, 0.312], [0.102, 0.391], [0.031, 0.391]]	locate the storage tank towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
150	[[0.102, 0.207], [0.168, 0.207], [0.168, 0.277], [0.102, 0.277]]	the storage tank at the top left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
151	[[0.113, 0.297], [0.18, 0.297], [0.18, 0.367], [0.113, 0.367]]	the fuel tank that is towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
152	[[0.184, 0.188], [0.242, 0.188], [0.242, 0.262], [0.184, 0.262]]	among the 5 fuel tanks, find the one on the upper left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/012570.jpg
153	[[0.787, 0.933], [0.812, 0.933], [0.812, 0.957], [0.787, 0.957]]	find the cylindrical tank located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014552.jpg
154	[[0.77, 0.918], [0.794, 0.918], [0.794, 0.942], [0.77, 0.942]]	the oil tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014552.jpg
155	[[0.807, 0.946], [0.83, 0.946], [0.83, 0.967], [0.807, 0.967]]	the oil tank on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014552.jpg
156	[[0.712, 0.938], [0.729, 0.938], [0.729, 0.962], [0.712, 0.962]]	the bridge in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014552.jpg
157	[[0.787, 0.532], [0.812, 0.532], [0.812, 0.556], [0.787, 0.556]]	find the in the middle right oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014553.jpg
158	[[0.77, 0.518], [0.794, 0.518], [0.794, 0.542], [0.77, 0.542]]	find the towards the right oil tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014553.jpg
159	[[0.807, 0.546], [0.83, 0.546], [0.83, 0.567], [0.807, 0.567]]	the oil tank on the right side in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014553.jpg
160	[[0.712, 0.537], [0.729, 0.537], [0.729, 0.562], [0.712, 0.562]]	the bridge towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014553.jpg
161	[[0.787, 0.132], [0.812, 0.132], [0.812, 0.156], [0.787, 0.156]]	the fuel tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014554.jpg
162	[[0.77, 0.117], [0.794, 0.117], [0.794, 0.141], [0.77, 0.141]]	find the fuel tank located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014554.jpg
163	[[0.807, 0.146], [0.83, 0.146], [0.83, 0.167], [0.807, 0.167]]	locate the fuel tank in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014554.jpg
164	[[0.712, 0.137], [0.729, 0.137], [0.729, 0.161], [0.712, 0.161]]	find the bridge located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014554.jpg
165	[[0.387, 0.933], [0.412, 0.933], [0.412, 0.957], [0.387, 0.957]]	the oil tank bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014584.jpg
166	[[0.369, 0.918], [0.394, 0.918], [0.394, 0.942], [0.369, 0.942]]	among the 3 cylindrical tanks, find the one bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014584.jpg
167	[[0.406, 0.946], [0.429, 0.946], [0.429, 0.967], [0.406, 0.967]]	the cylindrical tank that is bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014584.jpg
168	[[0.312, 0.938], [0.328, 0.938], [0.328, 0.962], [0.312, 0.962]]	the bridge at the bottom left corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014584.jpg
169	[[0.888, 0.908], [0.9, 0.908], [0.9, 0.914], [0.888, 0.914]]	the marine vessel on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014584.jpg
170	[[0.387, 0.532], [0.412, 0.532], [0.412, 0.556], [0.387, 0.556]]	find the storage tank located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014585.jpg
171	[[0.369, 0.518], [0.394, 0.518], [0.394, 0.542], [0.369, 0.542]]	the cylindrical tank center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014585.jpg
172	[[0.406, 0.546], [0.429, 0.546], [0.429, 0.567], [0.406, 0.567]]	find the center fuel tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014585.jpg
173	[[0.312, 0.537], [0.328, 0.537], [0.328, 0.562], [0.312, 0.562]]	find the bridge located towards the left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014585.jpg
174	[[0.888, 0.508], [0.9, 0.508], [0.9, 0.514], [0.888, 0.514]]	the marine vessel towards the right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014585.jpg
175	[[0.387, 0.132], [0.412, 0.132], [0.412, 0.156], [0.387, 0.156]]	find the top-center cylindrical tank from the group in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014586.jpg
176	[[0.369, 0.117], [0.394, 0.117], [0.394, 0.141], [0.369, 0.141]]	among the 3 fuel tanks, find the one top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014586.jpg
177	[[0.406, 0.146], [0.429, 0.146], [0.429, 0.167], [0.406, 0.167]]	the oil tank that is top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014586.jpg
178	[[0.312, 0.137], [0.328, 0.137], [0.328, 0.161], [0.312, 0.161]]	locate the bridge in the top left in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014586.jpg
179	[[0.888, 0.107], [0.9, 0.107], [0.9, 0.113], [0.888, 0.113]]	find the marine vessel located in the top right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014586.jpg
180	[[0.844, 0.672], [1.0, 0.672], [1.0, 0.863], [0.844, 0.863]]	find the cylindrical tank located in the bottom right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014608.jpg
181	[[0.383, 0.828], [0.516, 0.828], [0.516, 1.0], [0.383, 1.0]]	find the bridge located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014608.jpg
182	[[0.844, 0.297], [1.0, 0.297], [1.0, 0.488], [0.844, 0.488]]	find the storage tank located in the middle right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014609.jpg
183	[[0.383, 0.453], [0.516, 0.453], [0.516, 0.648], [0.383, 0.648]]	find the bridge located center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014609.jpg
184	[[0.383, 0.078], [0.516, 0.078], [0.516, 0.273], [0.383, 0.273]]	find the bridge located top-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014610.jpg
185	[[0.844, 0.004], [1.0, 0.004], [1.0, 0.113], [0.844, 0.113]]	find the oil tank located at the top right corner in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014610.jpg
186	[[0.609, 0.789], [0.812, 0.789], [0.812, 0.98], [0.609, 0.98]]	find the cylindrical tank located on the lower right in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014614.jpg
187	[[0.469, 0.672], [0.668, 0.672], [0.668, 0.863], [0.469, 0.863]]	find the fuel tank located bottom-center in the format (x1, y1, x2, y2). Do not include any additional text.	/mnt/lichufiles/wzy/Test/Visual_grounding/images/014614.jpg
